split,seed,model,adr,roc_auc,pr_auc,prevalence
scaffold,2,morgan+desc+atc+ind+rf,Metabolism and nutrition disorders,0.6367773354395709,0.7948212654983643,0.6979677645409951
scaffold,2,morgan+desc+atc+ind+rf,Product issues,0.63410713231138,0.04034723605148371,0.015416958654519973
scaffold,2,morgan+desc+atc+ind+rf,Eye disorders,0.6774407347869438,0.7601547178955437,0.613875262789068
scaffold,2,morgan+desc+atc+ind+rf,Investigations,0.6759128541441104,0.8868959873198967,0.8065872459705676
scaffold,2,morgan+desc+atc+ind+rf,Musculoskeletal and connective tissue disorders,0.6758542668654975,0.8177347604150361,0.6986685353889278
scaffold,2,morgan+desc+atc+ind+rf,Gastrointestinal disorders,0.7923053051632861,0.9710046392605344,0.9096005606166784
scaffold,2,morgan+desc+atc+ind+rf,Social circumstances,0.661280425167826,0.3351504616724415,0.17589348283111422
scaffold,2,morgan+desc+atc+ind+rf,Immune system disorders,0.6444094690897918,0.8253856440005476,0.7175893482831114
scaffold,2,morgan+desc+atc+ind+rf,Reproductive system and breast disorders,0.720011608522374,0.7326846939931182,0.5094604064470918
scaffold,2,morgan+desc+atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7396700282943993,0.56128419566387,0.263489838822705
scaffold,2,morgan+desc+atc+ind+rf,General disorders and administration site conditions,0.6039443200059649,0.9284945647332025,0.905395935529082
scaffold,2,morgan+desc+atc+ind+rf,Endocrine disorders,0.7134895029477326,0.48361823271904864,0.2263489838822705
scaffold,2,morgan+desc+atc+ind+rf,Surgical and medical procedures,0.6377734223098225,0.25930393841510985,0.14926419060967064
scaffold,2,morgan+desc+atc+ind+rf,Vascular disorders,0.6557613860538481,0.8619914024068243,0.7764540995094604
scaffold,2,morgan+desc+atc+ind+rf,Blood and lymphatic system disorders,0.7522362857456418,0.832209928134412,0.6201822004204625
scaffold,2,morgan+desc+atc+ind+rf,Skin and subcutaneous tissue disorders,0.699655847046249,0.9584085590848822,0.9236159775753329
scaffold,2,morgan+desc+atc+ind+rf,"Congenital, familial and genetic disorders",0.6314021844088031,0.29396160748039557,0.17729502452697968
scaffold,2,morgan+desc+atc+ind+rf,Infections and infestations,0.670068964215806,0.8221654067871587,0.7049754730203224
scaffold,2,morgan+desc+atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6553961216189459,0.8338805133209204,0.7428170988086895
scaffold,2,morgan+desc+atc+ind+rf,Psychiatric disorders,0.6910564710166117,0.8390962994576391,0.7119831814996496
scaffold,2,morgan+desc+atc+ind+rf,Renal and urinary disorders,0.6910012903114289,0.7857133376179404,0.6384022424667134
scaffold,2,morgan+desc+atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.6142319569824899,0.16499816025935096,0.08759635599159075
scaffold,2,morgan+desc+atc+ind+rf,Ear and labyrinth disorders,0.6853232458670079,0.6701872370932931,0.46180798878766643
scaffold,2,morgan+desc+atc+ind+rf,Cardiac disorders,0.6993496395754906,0.8375980798866521,0.6923615977575333
scaffold,2,morgan+desc+atc+ind+rf,Nervous system disorders,0.7595806240181574,0.9699758391877115,0.9138051857042747
scaffold,2,morgan+desc+atc+ind+rf,"Injury, poisoning and procedural complications",0.6188652171537189,0.752342399884119,0.6629292221443588
scaffold,2,structure rf + pharma rf,Hepatobiliary disorders,0.785843283875224,0.7898950531217351,0.5206727400140154
scaffold,2,structure rf + pharma rf,Metabolism and nutrition disorders,0.7251677610519722,0.8553192689921169,0.6979677645409951
scaffold,2,structure rf + pharma rf,Product issues,0.5087129602612124,0.0225714974314296,0.015416958654519973
scaffold,2,structure rf + pharma rf,Eye disorders,0.7440458351447692,0.8250799666841457,0.613875262789068
scaffold,2,structure rf + pharma rf,Investigations,0.7563114086543894,0.9215575516324304,0.8065872459705676
scaffold,2,structure rf + pharma rf,Musculoskeletal and connective tissue disorders,0.7558545002204727,0.8760427804107369,0.6986685353889278
scaffold,2,structure rf + pharma rf,Gastrointestinal disorders,0.8613777596284704,0.9797051669733854,0.9096005606166784
scaffold,2,structure rf + pharma rf,Social circumstances,0.6944946165995523,0.40013080438367277,0.17589348283111422
scaffold,2,structure rf + pharma rf,Immune system disorders,0.6875660559473833,0.8553844333153066,0.7175893482831114
scaffold,2,structure rf + pharma rf,Reproductive system and breast disorders,0.7733924113090291,0.7881553414376007,0.5094604064470918
scaffold,2,structure rf + pharma rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.77449735062329,0.6239629792360287,0.263489838822705
scaffold,2,structure rf + pharma rf,General disorders and administration site conditions,0.6943950540697769,0.9557410330137568,0.905395935529082
scaffold,2,structure rf + pharma rf,Endocrine disorders,0.7498014665756939,0.5420885714502152,0.2263489838822705
scaffold,2,structure rf + pharma rf,Surgical and medical procedures,0.7201185290003179,0.38851015225553837,0.14926419060967064
scaffold,2,structure rf + pharma rf,Vascular disorders,0.7362167319009927,0.9027026205296051,0.7764540995094604
scaffold,2,structure rf + pharma rf,Blood and lymphatic system disorders,0.7999192974821869,0.8707073261789139,0.6201822004204625
scaffold,2,structure rf + pharma rf,Skin and subcutaneous tissue disorders,0.7663794903270881,0.9727055828051074,0.9236159775753329
scaffold,2,structure rf + pharma rf,"Congenital, familial and genetic disorders",0.6828634918444229,0.3531228399143225,0.17729502452697968
scaffold,2,structure rf + pharma rf,Infections and infestations,0.7174365026857118,0.8627033832131049,0.7049754730203224
scaffold,2,structure rf + pharma rf,"Respiratory, thoracic and mediastinal disorders",0.7361535051769621,0.8878961040673893,0.7428170988086895
scaffold,2,structure rf + pharma rf,Psychiatric disorders,0.759740664744204,0.8921483268615858,0.7119831814996496
scaffold,2,structure rf + pharma rf,Renal and urinary disorders,0.7514560398151706,0.8361666822814922,0.6384022424667134
scaffold,2,structure rf + pharma rf,"Pregnancy, puerperium and perinatal conditions",0.6927195670669286,0.262320132846573,0.08759635599159075
scaffold,2,structure rf + pharma rf,Ear and labyrinth disorders,0.7271467071081241,0.7232147485740803,0.46180798878766643
scaffold,2,structure rf + pharma rf,Cardiac disorders,0.7784802015608285,0.8887603217364477,0.6923615977575333
scaffold,2,structure rf + pharma rf,Nervous system disorders,0.7843361072649355,0.973035305813303,0.9138051857042747
scaffold,2,structure rf + pharma rf,"Injury, poisoning and procedural complications",0.7008616117055513,0.8142038537011743,0.6629292221443588
